,Date,Fear Greed,sp500,Month,Year,Year_Month,Category,Category_shift,Change_Flag,Buy_Sell,Buy_Sell_Amt
1930,2018-09-04,67,2896.72,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1931,2018-09-05,62,2888.6,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1932,2018-09-06,53,2878.05,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1933,2018-09-07,52,2871.68,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1934,2018-09-10,56,2877.13,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1935,2018-09-11,59,2887.89,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1936,2018-09-12,59,2888.92,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1937,2018-09-13,72,2904.18,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1938,2018-09-14,73,2904.98,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1939,2018-09-17,67,2888.8,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1940,2018-09-18,73,2904.31,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1941,2018-09-19,71,2907.95,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1942,2018-09-20,74,2930.75,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1943,2018-09-21,75,2929.67,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1944,2018-09-24,70,2919.37,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1945,2018-09-25,64,2915.56,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1946,2018-09-26,53,2905.97,9,2018,2018_9,Greed,Greed,0,0.0,0.0
1947,2018-09-27,48,2914.0,9,2018,2018_9,Fear,Greed,1,-1.0,-2914.0
1948,2018-09-28,47,2913.98,9,2018,2018_9,Fear,Fear,0,0.0,0.0
1949,2018-10-01,49,2924.59,10,2018,2018_10,Fear,Fear,0,0.0,0.0
1950,2018-10-02,45,2923.43,10,2018,2018_10,Fear,Fear,0,0.0,0.0
1951,2018-10-03,51,2925.51,10,2018,2018_10,Greed,Fear,1,0.0,0.0
1952,2018-10-04,43,2901.61,10,2018,2018_10,Fear,Greed,1,-1.0,-2901.61
1953,2018-10-05,33,2885.57,10,2018,2018_10,Fear,Fear,0,0.0,0.0
1954,2018-10-08,28,2884.43,10,2018,2018_10,Fear,Fear,0,0.0,0.0
1955,2018-10-09,23,2880.34,10,2018,2018_10,Extreme Fear,Fear,1,-2.0,-5760.68
1956,2018-10-10,8,2785.68,10,2018,2018_10,Extreme Fear,Extreme Fear,0,0.0,0.0
1957,2018-10-11,5,2728.37,10,2018,2018_10,Extreme Fear,Extreme Fear,0,-1.0,-2728.37
1958,2018-10-12,11,2767.13,10,2018,2018_10,Extreme Fear,Extreme Fear,0,0.0,0.0
1959,2018-10-15,11,2750.79,10,2018,2018_10,Extreme Fear,Extreme Fear,0,0.0,0.0
1960,2018-10-16,13,2809.92,10,2018,2018_10,Extreme Fear,Extreme Fear,0,0.0,0.0
1961,2018-10-17,14,2809.21,10,2018,2018_10,Extreme Fear,Extreme Fear,0,0.0,0.0
1962,2018-10-18,12,2768.78,10,2018,2018_10,Extreme Fear,Extreme Fear,0,-1.0,-2768.78
1963,2018-10-19,14,2767.78,10,2018,2018_10,Extreme Fear,Extreme Fear,0,0.0,0.0
1964,2018-10-22,16,2755.88,10,2018,2018_10,Extreme Fear,Extreme Fear,0,0.0,0.0
1965,2018-10-23,12,2740.69,10,2018,2018_10,Extreme Fear,Extreme Fear,0,-2.0,-5481.38
1966,2018-10-24,6,2656.1,10,2018,2018_10,Extreme Fear,Extreme Fear,0,0.0,0.0
1967,2018-10-25,9,2705.57,10,2018,2018_10,Extreme Fear,Extreme Fear,0,0.0,0.0
1968,2018-10-26,7,2658.69,10,2018,2018_10,Extreme Fear,Extreme Fear,0,0.0,0.0
1969,2018-10-29,7,2641.25,10,2018,2018_10,Extreme Fear,Extreme Fear,0,0.0,0.0
1970,2018-10-30,7,2682.63,10,2018,2018_10,Extreme Fear,Extreme Fear,0,0.0,0.0
1971,2018-10-31,7,2711.74,10,2018,2018_10,Extreme Fear,Extreme Fear,0,0.0,0.0
1972,2018-11-01,6,2740.37,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1973,2018-11-02,8,2723.06,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1974,2018-11-05,9,2738.31,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1975,2018-11-06,12,2755.45,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1976,2018-11-07,25,2813.89,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1977,2018-11-08,29,2806.83,11,2018,2018_11,Fear,Extreme Fear,1,0.0,0.0
1978,2018-11-09,18,2781.01,11,2018,2018_11,Extreme Fear,Fear,1,-2.0,-5562.02
1979,2018-11-12,11,2726.22,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1980,2018-11-13,10,2722.18,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1981,2018-11-14,7,2701.58,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1982,2018-11-15,10,2730.2,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1983,2018-11-16,10,2736.27,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1984,2018-11-19,8,2690.73,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1985,2018-11-20,7,2641.89,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1986,2018-11-21,13,2649.93,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1987,2018-11-23,9,2632.56,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1988,2018-11-26,17,2673.45,11,2018,2018_11,Extreme Fear,Extreme Fear,0,-2.0,-5346.9
1989,2018-11-27,19,2682.17,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1990,2018-11-28,21,2743.79,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1991,2018-11-29,23,2737.8,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1992,2018-11-30,22,2760.17,11,2018,2018_11,Extreme Fear,Extreme Fear,0,0.0,0.0
1993,2018-12-03,20,2790.37,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
1994,2018-12-04,20,2700.06,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
1995,2018-12-06,15,2695.95,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
1996,2018-12-07,11,2633.08,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
1997,2018-12-10,9,2637.72,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
1998,2018-12-11,8,2636.78,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
1999,2018-12-12,10,2651.07,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
2000,2018-12-13,11,2650.54,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
2001,2018-12-14,8,2599.95,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
2002,2018-12-17,10,2545.94,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
2003,2018-12-18,8,2546.16,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
2004,2018-12-19,8,2506.96,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
2005,2018-12-20,5,2467.42,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
2006,2018-12-21,3,2416.62,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
2007,2018-12-24,2,2351.1,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
2008,2018-12-26,4,2467.7,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
2009,2018-12-27,8,2488.83,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
2010,2018-12-28,12,2485.74,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
2011,2018-12-31,12,2506.85,12,2018,2018_12,Extreme Fear,Extreme Fear,0,0.0,0.0
2012,2019-01-02,12,2510.03,1,2019,2019_1,Extreme Fear,Extreme Fear,0,0.0,0.0
2013,2019-01-03,10,2447.89,1,2019,2019_1,Extreme Fear,Extreme Fear,0,0.0,0.0
2014,2019-01-04,16,2531.94,1,2019,2019_1,Extreme Fear,Extreme Fear,0,0.0,0.0
2015,2019-01-07,19,2549.69,1,2019,2019_1,Extreme Fear,Extreme Fear,0,0.0,0.0
2016,2019-01-08,22,2574.41,1,2019,2019_1,Extreme Fear,Extreme Fear,0,0.0,0.0
2017,2019-01-09,27,2584.96,1,2019,2019_1,Fear,Extreme Fear,1,0.0,0.0
2018,2019-01-10,31,2596.64,1,2019,2019_1,Fear,Fear,0,0.0,0.0
2019,2019-01-11,30,2596.26,1,2019,2019_1,Fear,Fear,0,0.0,0.0
2020,2019-01-14,28,2582.61,1,2019,2019_1,Fear,Fear,0,0.0,0.0
2021,2019-01-15,31,2610.3,1,2019,2019_1,Fear,Fear,0,0.0,0.0
2022,2019-01-16,36,2616.1,1,2019,2019_1,Fear,Fear,0,0.0,0.0
2023,2019-01-17,44,2635.96,1,2019,2019_1,Fear,Fear,0,0.0,0.0
2024,2019-01-18,51,2670.71,1,2019,2019_1,Greed,Fear,1,0.0,0.0
2025,2019-01-22,51,2632.9,1,2019,2019_1,Greed,Greed,0,0.0,0.0
2026,2019-01-23,55,2638.7,1,2019,2019_1,Greed,Greed,0,0.0,0.0
2027,2019-01-24,58,2642.33,1,2019,2019_1,Greed,Greed,0,0.0,0.0
2028,2019-01-25,58,2664.76,1,2019,2019_1,Greed,Greed,0,0.0,0.0
2029,2019-01-28,55,2643.85,1,2019,2019_1,Greed,Greed,0,0.0,0.0
2030,2019-01-29,55,2640.0,1,2019,2019_1,Greed,Greed,0,0.0,0.0
2031,2019-01-30,58,2681.05,1,2019,2019_1,Greed,Greed,0,0.0,0.0
2032,2019-01-31,58,2704.1,1,2019,2019_1,Greed,Greed,0,0.0,0.0
2033,2019-02-01,61,2706.53,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2034,2019-02-04,62,2724.87,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2035,2019-02-05,64,2737.7,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2036,2019-02-06,63,2731.61,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2037,2019-02-07,63,2706.05,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2038,2019-02-08,63,2707.88,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2039,2019-02-11,62,2709.8,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2040,2019-02-12,67,2744.73,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2041,2019-02-13,65,2753.03,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2042,2019-02-14,67,2745.73,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2043,2019-02-15,67,2775.6,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2044,2019-02-19,69,2779.76,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2045,2019-02-20,70,2784.7,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2046,2019-02-21,70,2774.88,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2047,2019-02-22,69,2792.67,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2048,2019-02-25,70,2796.11,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2049,2019-02-26,70,2793.9,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2050,2019-02-27,72,2792.38,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2051,2019-02-28,72,2784.49,2,2019,2019_2,Greed,Greed,0,0.0,0.0
2052,2019-03-01,71,2803.69,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2053,2019-03-04,65,2792.81,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2054,2019-03-05,63,2789.65,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2055,2019-03-06,61,2771.45,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2056,2019-03-07,58,2748.93,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2057,2019-03-08,55,2743.07,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2058,2019-03-11,59,2783.3,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2059,2019-03-12,59,2791.52,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2060,2019-03-13,60,2810.92,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2061,2019-03-14,60,2808.48,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2062,2019-03-15,65,2822.48,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2063,2019-03-18,67,2832.94,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2064,2019-03-19,67,2832.57,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2065,2019-03-20,64,2824.23,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2066,2019-03-21,64,2854.88,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2067,2019-03-22,59,2800.71,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2068,2019-03-25,55,2798.36,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2069,2019-03-26,51,2818.46,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2070,2019-03-27,52,2805.37,3,2019,2019_3,Greed,Greed,0,0.0,0.0
2071,2019-03-28,48,2815.44,3,2019,2019_3,Fear,Greed,1,-1.0,-2815.44
2072,2019-03-29,49,2834.4,3,2019,2019_3,Fear,Fear,0,0.0,0.0
2073,2019-04-01,56,2867.19,4,2019,2019_4,Greed,Fear,1,0.0,0.0
2074,2019-04-02,56,2867.24,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2075,2019-04-03,64,2873.4,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2076,2019-04-04,70,2879.39,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2077,2019-04-05,74,2892.74,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2078,2019-04-08,72,2895.77,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2079,2019-04-09,70,2878.2,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2080,2019-04-10,72,2888.21,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2081,2019-04-11,68,2888.32,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2082,2019-04-12,72,2907.41,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2083,2019-04-15,70,2905.58,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2084,2019-04-16,69,2907.06,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2085,2019-04-17,71,2900.45,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2086,2019-04-18,70,2905.03,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2087,2019-04-22,71,2907.97,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2088,2019-04-23,73,2933.68,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2089,2019-04-24,70,2927.25,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2090,2019-04-25,71,2926.17,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2091,2019-04-26,72,2939.88,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2092,2019-04-29,69,2943.03,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2093,2019-04-30,65,2945.83,4,2019,2019_4,Greed,Greed,0,0.0,0.0
2094,2019-05-01,65,2923.73,5,2019,2019_5,Greed,Greed,0,0.0,0.0
2095,2019-05-02,59,2917.52,5,2019,2019_5,Greed,Greed,0,0.0,0.0
2096,2019-05-03,58,2945.64,5,2019,2019_5,Greed,Greed,0,0.0,0.0
2097,2019-05-06,40,2932.47,5,2019,2019_5,Fear,Greed,1,-1.0,-2932.47
2098,2019-05-07,42,2884.05,5,2019,2019_5,Fear,Fear,0,0.0,0.0
2099,2019-05-08,42,2879.42,5,2019,2019_5,Fear,Fear,0,0.0,0.0
2100,2019-05-09,40,2870.72,5,2019,2019_5,Fear,Fear,0,0.0,0.0
2101,2019-05-10,41,2881.4,5,2019,2019_5,Fear,Fear,0,0.0,0.0
2102,2019-05-13,35,2811.87,5,2019,2019_5,Fear,Fear,0,0.0,0.0
2103,2019-05-14,35,2834.41,5,2019,2019_5,Fear,Fear,0,0.0,0.0
2104,2019-05-15,35,2850.96,5,2019,2019_5,Fear,Fear,0,0.0,0.0
2105,2019-05-16,37,2876.32,5,2019,2019_5,Fear,Fear,0,0.0,0.0
2106,2019-05-17,36,2859.53,5,2019,2019_5,Fear,Fear,0,0.0,0.0
2107,2019-05-20,33,2840.23,5,2019,2019_5,Fear,Fear,0,-1.0,-2840.23
2108,2019-05-21,34,2864.36,5,2019,2019_5,Fear,Fear,0,0.0,0.0
2109,2019-05-22,32,2856.27,5,2019,2019_5,Fear,Fear,0,0.0,0.0
2110,2019-05-23,28,2822.24,5,2019,2019_5,Fear,Fear,0,0.0,0.0
2111,2019-05-24,27,2826.06,5,2019,2019_5,Fear,Fear,0,0.0,0.0
2112,2019-05-28,23,2802.39,5,2019,2019_5,Extreme Fear,Fear,1,-2.0,-5604.78
2113,2019-05-29,25,2783.02,5,2019,2019_5,Extreme Fear,Extreme Fear,0,0.0,0.0
2114,2019-05-30,24,2788.86,5,2019,2019_5,Extreme Fear,Extreme Fear,0,0.0,0.0
2115,2019-05-31,24,2752.06,5,2019,2019_5,Extreme Fear,Extreme Fear,0,0.0,0.0
2116,2019-06-03,25,2744.45,6,2019,2019_6,Extreme Fear,Extreme Fear,0,0.0,0.0
2117,2019-06-04,28,2803.27,6,2019,2019_6,Fear,Extreme Fear,1,0.0,0.0
2118,2019-06-05,29,2826.15,6,2019,2019_6,Fear,Fear,0,0.0,0.0
2119,2019-06-06,29,2843.49,6,2019,2019_6,Fear,Fear,0,0.0,0.0
2120,2019-06-07,32,2873.34,6,2019,2019_6,Fear,Fear,0,0.0,0.0
2121,2019-06-10,37,2886.73,6,2019,2019_6,Fear,Fear,0,0.0,0.0
2122,2019-06-11,36,2885.72,6,2019,2019_6,Fear,Fear,0,0.0,0.0
2123,2019-06-12,34,2879.84,6,2019,2019_6,Fear,Fear,0,0.0,0.0
2124,2019-06-13,39,2891.64,6,2019,2019_6,Fear,Fear,0,0.0,0.0
2125,2019-06-14,38,2886.98,6,2019,2019_6,Fear,Fear,0,0.0,0.0
2126,2019-06-17,40,2889.67,6,2019,2019_6,Fear,Fear,0,0.0,0.0
2127,2019-06-18,44,2917.75,6,2019,2019_6,Fear,Fear,0,0.0,0.0
2128,2019-06-19,42,2926.46,6,2019,2019_6,Fear,Fear,0,0.0,0.0
2129,2019-06-20,45,2954.18,6,2019,2019_6,Fear,Fear,0,0.0,0.0
2130,2019-06-21,52,2950.46,6,2019,2019_6,Greed,Fear,1,0.0,0.0
2131,2019-06-24,50,2945.35,6,2019,2019_6,Fear,Greed,1,-1.0,-2945.35
2132,2019-06-25,44,2917.38,6,2019,2019_6,Fear,Fear,0,0.0,0.0
2133,2019-06-26,48,2913.78,6,2019,2019_6,Fear,Fear,0,0.0,0.0
2134,2019-06-27,47,2924.92,6,2019,2019_6,Fear,Fear,0,0.0,0.0
2135,2019-06-28,50,2941.76,6,2019,2019_6,Fear,Fear,0,0.0,0.0
2136,2019-07-01,55,2964.33,7,2019,2019_7,Greed,Fear,1,0.0,0.0
2137,2019-07-02,62,2973.01,7,2019,2019_7,Greed,Greed,0,0.0,0.0
2138,2019-07-03,62,2995.82,7,2019,2019_7,Greed,Greed,0,0.0,0.0
2139,2019-07-05,61,2990.41,7,2019,2019_7,Greed,Greed,0,0.0,0.0
2140,2019-07-08,59,2975.95,7,2019,2019_7,Greed,Greed,0,0.0,0.0
2141,2019-07-09,56,2979.63,7,2019,2019_7,Greed,Greed,0,0.0,0.0
2142,2019-07-10,58,2993.07,7,2019,2019_7,Greed,Greed,0,0.0,0.0
2143,2019-07-11,62,2999.91,7,2019,2019_7,Greed,Greed,0,0.0,0.0
2144,2019-07-12,64,3013.77,7,2019,2019_7,Greed,Greed,0,0.0,0.0
2145,2019-07-15,57,3014.3,7,2019,2019_7,Greed,Greed,0,0.0,0.0
2146,2019-07-16,55,3004.04,7,2019,2019_7,Greed,Greed,0,0.0,0.0
2147,2019-07-17,47,2984.42,7,2019,2019_7,Fear,Greed,1,-1.0,-2984.42
2148,2019-07-18,47,2995.11,7,2019,2019_7,Fear,Fear,0,0.0,0.0
2149,2019-07-19,44,2976.61,7,2019,2019_7,Fear,Fear,0,0.0,0.0
2150,2019-07-22,44,2985.03,7,2019,2019_7,Fear,Fear,0,0.0,0.0
2151,2019-07-23,50,3005.47,7,2019,2019_7,Fear,Fear,0,0.0,0.0
2152,2019-07-24,57,3019.56,7,2019,2019_7,Greed,Fear,1,0.0,0.0
2153,2019-07-25,55,3003.67,7,2019,2019_7,Greed,Greed,0,0.0,0.0
2154,2019-07-26,60,3025.86,7,2019,2019_7,Greed,Greed,0,0.0,0.0
2155,2019-07-29,58,3020.97,7,2019,2019_7,Greed,Greed,0,0.0,0.0
2156,2019-07-30,53,3013.18,7,2019,2019_7,Greed,Greed,0,0.0,0.0
2157,2019-07-31,48,2980.38,7,2019,2019_7,Fear,Greed,1,-1.0,-2980.38
2158,2019-08-01,43,2953.56,8,2019,2019_8,Fear,Fear,0,0.0,0.0
2159,2019-08-02,36,2932.05,8,2019,2019_8,Fear,Fear,0,0.0,0.0
2160,2019-08-05,22,2844.74,8,2019,2019_8,Extreme Fear,Fear,1,-2.0,-5689.48
2161,2019-08-06,27,2881.77,8,2019,2019_8,Fear,Extreme Fear,1,0.0,0.0
2162,2019-08-07,25,2883.98,8,2019,2019_8,Extreme Fear,Fear,1,-2.0,-5767.96
2163,2019-08-08,25,2938.09,8,2019,2019_8,Extreme Fear,Extreme Fear,0,0.0,0.0
2164,2019-08-09,25,2918.65,8,2019,2019_8,Extreme Fear,Extreme Fear,0,0.0,0.0
2165,2019-08-12,23,2882.7,8,2019,2019_8,Extreme Fear,Extreme Fear,0,0.0,0.0
2166,2019-08-13,27,2926.32,8,2019,2019_8,Fear,Extreme Fear,1,0.0,0.0
2167,2019-08-14,21,2840.6,8,2019,2019_8,Extreme Fear,Fear,1,-1.0,-2840.6
2168,2019-08-15,19,2847.6,8,2019,2019_8,Extreme Fear,Extreme Fear,0,0.0,0.0
2169,2019-08-16,20,2888.68,8,2019,2019_8,Extreme Fear,Extreme Fear,0,0.0,0.0
2170,2019-08-19,26,2923.65,8,2019,2019_8,Fear,Extreme Fear,1,0.0,0.0
2171,2019-08-20,23,2900.51,8,2019,2019_8,Extreme Fear,Fear,1,-2.0,-5801.02
2172,2019-08-21,25,2924.43,8,2019,2019_8,Extreme Fear,Extreme Fear,0,0.0,0.0
2173,2019-08-22,25,2922.95,8,2019,2019_8,Extreme Fear,Extreme Fear,0,0.0,0.0
2174,2019-08-23,18,2847.11,8,2019,2019_8,Extreme Fear,Extreme Fear,0,0.0,0.0
2175,2019-08-26,19,2878.38,8,2019,2019_8,Extreme Fear,Extreme Fear,0,0.0,0.0
2176,2019-08-27,16,2869.16,8,2019,2019_8,Extreme Fear,Extreme Fear,0,0.0,0.0
2177,2019-08-28,18,2887.94,8,2019,2019_8,Extreme Fear,Extreme Fear,0,0.0,0.0
2178,2019-08-29,26,2924.58,8,2019,2019_8,Fear,Extreme Fear,1,0.0,0.0
2179,2019-08-30,23,2926.46,8,2019,2019_8,Extreme Fear,Fear,1,-2.0,-5852.92
2180,2019-09-03,25,2906.27,9,2019,2019_9,Extreme Fear,Extreme Fear,0,0.0,0.0
2181,2019-09-04,28,2937.78,9,2019,2019_9,Fear,Extreme Fear,1,0.0,0.0
2182,2019-09-05,39,2976.0,9,2019,2019_9,Fear,Fear,0,0.0,0.0
2183,2019-09-06,35,2978.71,9,2019,2019_9,Fear,Fear,0,0.0,0.0
2184,2019-09-09,45,2978.43,9,2019,2019_9,Fear,Fear,0,0.0,0.0
2185,2019-09-10,55,2979.39,9,2019,2019_9,Greed,Fear,1,0.0,0.0
2186,2019-09-11,57,3000.93,9,2019,2019_9,Greed,Greed,0,0.0,0.0
2187,2019-09-12,65,3009.57,9,2019,2019_9,Greed,Greed,0,0.0,0.0
2188,2019-09-13,68,3007.39,9,2019,2019_9,Greed,Greed,0,0.0,0.0
2189,2019-09-16,67,2997.96,9,2019,2019_9,Greed,Greed,0,0.0,0.0
2190,2019-09-17,66,3005.7,9,2019,2019_9,Greed,Greed,0,0.0,0.0
2191,2019-09-18,66,3006.73,9,2019,2019_9,Greed,Greed,0,0.0,0.0
2192,2019-09-19,63,3006.79,9,2019,2019_9,Greed,Greed,0,0.0,0.0
2193,2019-09-20,58,2992.07,9,2019,2019_9,Greed,Greed,0,0.0,0.0
2194,2019-09-23,59,2991.78,9,2019,2019_9,Greed,Greed,0,0.0,0.0
2195,2019-09-24,54,2966.6,9,2019,2019_9,Greed,Greed,0,0.0,0.0
2196,2019-09-25,59,2984.87,9,2019,2019_9,Greed,Greed,0,0.0,0.0
2197,2019-09-26,57,2977.62,9,2019,2019_9,Greed,Greed,0,0.0,0.0
2198,2019-09-27,52,2961.79,9,2019,2019_9,Greed,Greed,0,0.0,0.0
2199,2019-09-30,54,2976.74,9,2019,2019_9,Greed,Greed,0,0.0,0.0
2200,2019-10-01,48,2940.25,10,2019,2019_10,Fear,Greed,1,-1.0,-2940.25
2201,2019-10-02,34,2887.61,10,2019,2019_10,Fear,Fear,0,0.0,0.0
2202,2019-10-03,29,2910.63,10,2019,2019_10,Fear,Fear,0,0.0,0.0
2203,2019-10-04,32,2952.01,10,2019,2019_10,Fear,Fear,0,0.0,0.0
2204,2019-10-07,30,2938.79,10,2019,2019_10,Fear,Fear,0,0.0,0.0
2205,2019-10-08,29,2893.06,10,2019,2019_10,Fear,Fear,0,0.0,0.0
2206,2019-10-09,30,2919.4,10,2019,2019_10,Fear,Fear,0,0.0,0.0
2207,2019-10-10,36,2938.13,10,2019,2019_10,Fear,Fear,0,0.0,0.0
2208,2019-10-11,42,2970.27,10,2019,2019_10,Fear,Fear,0,0.0,0.0
2209,2019-10-14,42,2966.15,10,2019,2019_10,Fear,Fear,0,0.0,0.0
2210,2019-10-15,42,2995.68,10,2019,2019_10,Fear,Fear,0,0.0,0.0
2211,2019-10-16,47,2989.69,10,2019,2019_10,Fear,Fear,0,0.0,0.0
2212,2019-10-17,50,2997.95,10,2019,2019_10,Fear,Fear,0,0.0,0.0
2213,2019-10-18,50,2986.2,10,2019,2019_10,Fear,Fear,0,0.0,0.0
2214,2019-10-21,56,3006.72,10,2019,2019_10,Greed,Fear,1,0.0,0.0
2215,2019-10-22,59,2995.99,10,2019,2019_10,Greed,Greed,0,0.0,0.0
2216,2019-10-23,55,3004.52,10,2019,2019_10,Greed,Greed,0,0.0,0.0
2217,2019-10-24,57,3010.29,10,2019,2019_10,Greed,Greed,0,0.0,0.0
2218,2019-10-25,62,3022.55,10,2019,2019_10,Greed,Greed,0,0.0,0.0
2219,2019-10-28,67,3039.42,10,2019,2019_10,Greed,Greed,0,0.0,0.0
2220,2019-10-29,71,3036.89,10,2019,2019_10,Greed,Greed,0,0.0,0.0
2221,2019-10-30,75,3046.77,10,2019,2019_10,Greed,Greed,0,0.0,0.0
2222,2019-10-31,72,3037.56,10,2019,2019_10,Greed,Greed,0,0.0,0.0
